,trade_date,symbol,code,name,trade,high,low,open,changepercent,pricechange,volume,amount,amplitude,turnover,dynamic_pe,presettlement,aggregate_value,market_value,pb,first_trade_date
19,2021-10-19,sh688169,688169,石头科技,821.0,823.0,739.98,747.9,10.6,78.68,9026,725102752.0,11.18,1.99,42.07,742.32,54834938925,37153451900,7.14,20200221
0,2021-10-19,sz300457,300457,赢合科技,28.94,30.05,26.2,26.3,10.29,2.7,300014,851109840.0,14.67,6.4,90.83,26.24,18797628649,13557645490,3.54,20150514
1,2021-10-19,sz300990,300990,同飞股份,92.33,96.3,84.51,85.0,10.18,8.53,27148,247653885.0,14.07,20.88,36.75,83.8,4801160000,1200290000,3.2,20210512
2,2021-10-19,sh600277,600277,亿利洁能,4.03,4.03,3.8,3.97,10.11,0.37,1106234,433426992.0,6.28,3.11,15.37,3.66,14349307442,14349307442,0.9,20000725
3,2021-10-19,sz002554,002554,惠博普,3.71,3.71,3.32,3.36,10.09,0.34,854447,307603792.0,11.57,9.97,29.04,3.37,4996842334,3180817709,2.17,20110225
4,2021-10-19,sh600490,600490,鹏欣资源,5.9,5.9,5.25,5.36,10.07,0.54,1236484,691708352.0,12.13,6.21,106.15,5.36,13056033766,11756466177,2.02,20030626
5,2021-10-19,sh600975,600975,新五丰,7.22,7.22,6.4,6.45,10.06,0.66,396378,278770464.0,12.5,6.07,31.87,6.56,4712317716,4712317716,3.23,20040609
6,2021-10-19,sz002615,002615,哈尔斯,5.8,5.8,5.3,5.3,10.06,0.53,176011,98050801.0,9.49,7.62,21.09,5.27,2390646842,1339205297,2.92,20110909
7,2021-10-19,sh600573,600573,惠泉啤酒,9.09,9.09,8.21,8.26,10.05,0.83,142640,126571232.0,10.65,5.71,97.88,8.26,2272500000,2272500000,1.94,20030226
8,2021-10-19,sz002598,002598,山东章鼓,11.72,11.72,10.45,10.54,10.05,1.07,135999,154787943.0,11.92,5.03,29.23,10.65,3656640000,3165661810,3.88,20110707
9,2021-10-19,sh600995,600995,文山电力,9.64,9.64,9.64,9.64,10.05,0.88,8382,8080258.0,0.0,0.18,18.79,8.76,4612994496,4612994496,2.06,20040615
10,2021-10-19,sz002125,002125,湘潭电化,13.48,13.48,12.26,12.39,10.04,1.23,677780,894353520.0,9.96,11.42,84.51,12.25,8485413491,7997007708,4.7,20070403
11,2021-10-19,sz002538,002538,司尔特,11.18,11.18,10.05,10.53,10.04,1.02,595091,628305104.0,11.12,7.14,18.91,10.16,9542753430,9323655896,2.38,20110118
12,2021-10-19,sz002800,002800,天顺股份,14.59,14.59,13.18,13.26,10.03,1.33,34788,49460844.0,10.63,3.47,46.51,13.26,1525413680,1462852679,3.07,20160530
13,2021-10-19,sz000829,000829,天音控股,18.54,18.54,16.6,16.85,10.03,1.69,448338,794743024.0,11.51,4.38,109.27,16.85,19005362121,18980604008,7.59,19971202
14,2021-10-19,sh603045,603045,福达合金,16.9,16.9,16.9,16.9,10.03,1.54,2439,4122586.0,0.0,0.18,32.75,15.36,2325778000,2325778000,2.74,20180517
15,2021-10-19,sh601778,601778,晶科科技,8.78,8.78,8.08,8.15,10.03,0.8,932570,802747008.0,8.77,5.36,71.29,7.98,24281106875,15287673855,2.18,20200519
16,2021-10-19,sz000929,000929,兰州黄河,9.11,9.11,8.26,8.26,10.02,0.83,85521,76924217.0,10.27,4.6,703.0,8.28,1692328260,1692220972,2.59,19990623
17,2021-10-19,sh603982,603982,泉峰汽车,23.82,23.82,21.3,21.62,10.02,2.17,132208,306324016.0,11.64,16.18,30.61,21.65,4797721974,1946645195,2.95,20190522
18,2021-10-19,sz002706,002706,良信股份,14.6,14.6,13.2,13.27,10.02,1.33,207638,291469344.0,10.55,2.65,36.57,13.27,14879205334,11429214238,7.5,20140121
19,2021-10-19,sz002261,002261,拓维信息,9.88,9.88,8.96,9.0,10.02,0.9,862398,817484128.0,10.24,9.07,105.39,8.98,12330414619,9395529141,3.5,20080723
0,2021-10-19,sz002234,002234,民和股份,17.02,17.02,15.3,15.39,10.02,1.55,209249,345762432.0,11.12,10.15,17.46,15.47,5939302808,3508728894,1.83,20080516
1,2021-10-19,sh603398,603398,邦宝益智,12.08,12.08,10.95,10.98,10.02,1.1,136627,162090239.0,10.29,4.61,73.58,10.98,4139024845,3580304224,3.72,20151209
2,2021-10-19,sh600850,600850,电科数字,34.49,34.49,30.81,31.0,10.02,3.14,134522,443612400.0,11.74,3.15,44.34,31.35,14722133344,14722133344,5.29,19940324
3,2021-10-19,sz000537,000537,广宇发展,16.7,16.7,14.78,15.42,10.01,1.52,576619,905787920.0,12.65,3.33,16.37,15.18,31104096024,28914495781,1.96,19931210
4,2021-10-19,sh603033,603033,三维股份,34.5,34.5,31.37,31.72,10.01,3.14,48860,162917827.0,9.98,1.4,112.24,31.36,20584754993,12020942640,6.81,20161207
5,2021-10-19,sz002580,002580,圣阳股份,9.34,9.34,8.57,8.59,10.01,0.85,214710,196372372.0,9.07,6.9,101.36,8.49,4239136395,2907794554,2.47,20110506
6,2021-10-19,sz000930,000930,中粮科技,10.88,10.88,9.8,9.81,10.01,0.99,768920,818206064.0,10.92,7.97,14.38,9.89,20299011709,10492701137,1.85,19990712
7,2021-10-19,sz002782,002782,可立克,13.41,13.41,12.6,12.7,10.01,1.22,97130,128044587.0,6.64,2.07,73.85,12.19,6395245454,6285725984,4.41,20151222
8,2021-10-19,sh603138,603138,海量数据,16.82,16.82,15.22,15.44,10.01,1.53,113992,187348339.0,10.46,4.51,255.57,15.29,4331636098,4249817294,8.25,20170306
9,2021-10-19,sh603595,603595,东尼电子,27.93,27.93,25.38,25.38,10.0,2.54,15146,41253389.0,10.04,0.94,197.13,25.39,5947002037,4505642686,5.31,20170712
10,2021-10-19,sh605399,605399,晨光新材,38.28,38.28,34.3,35.25,10.0,3.48,63447,233119361.0,11.44,9.75,21.81,34.8,7043520000,2491179715,5.6,20200804
11,2021-10-19,sh603897,603897,长城科技,56.98,56.98,53.61,53.61,10.0,5.18,62907,350595440.0,6.51,3.43,26.58,51.8,10450911088,10450911088,5.53,20180410
12,2021-10-19,sh603109,603109,神驰机电,29.26,29.26,26.67,26.67,10.0,2.66,33317,95065910.0,9.74,7.14,25.94,26.6,4380254186,1365564200,3.12,20191231
13,2021-10-19,sh603098,603098,森特股份,42.9,42.9,39.5,39.57,10.0,3.9,70923,294458896.0,8.72,1.32,204.35,39.0,23114519056,23114519056,8.6,20161216
14,2021-10-19,sh601118,601118,海南橡胶,5.83,5.83,5.29,5.31,10.0,0.53,1325744,756502096.0,10.19,3.1,-107.74,5.3,24949064057,24949064057,2.67,20110107
15,2021-10-19,sh600976,600976,健民集团,50.6,50.6,46.35,46.9,10.0,4.6,60870,303751888.0,9.24,4.0,23.22,46.0,7761969160,7703151669,5.57,20040419
16,2021-10-19,sh600071,600071,凤凰光学,36.3,36.3,36.3,36.3,10.0,3.3,45418,164867776.0,0.0,1.91,514.22,33.0,10221132171,8620250153,19.66,19970528
17,2021-10-19,sz002935,002935,天奥电子,27.5,27.5,24.88,25.1,10.0,2.5,101387,272063600.0,10.48,5.09,83.73,25.0,5720178750,5481362425,4.31,20180903
18,2021-10-19,sz002922,002922,伊戈尔,20.79,20.79,20.79,20.79,10.0,1.89,37787,78560004.0,0.0,1.37,21.67,18.9,6160502259,5754833559,3.97,20171229
19,2021-10-19,sz002897,002897,意华股份,39.49,39.49,36.11,36.2,10.0,3.59,28984,111504772.0,9.42,1.84,50.33,35.9,6739837280,6231059296,4.91,20170907
0,2021-10-19,sz002881,002881,美格智能,36.08,36.08,31.8,32.31,10.0,3.28,67060,228798741.0,13.05,6.48,70.01,32.8,6656399200,3733455572,11.19,20170622
1,2021-10-19,sz002174,002174,游族网络,12.98,12.98,11.77,11.87,10.0,1.18,435252,556236928.0,10.25,4.76,22.61,11.8,11887845433,11865192412,2.32,20070925
2,2021-10-19,sz002120,002120,韵达股份,19.25,19.25,17.25,17.4,10.0,1.75,418797,776132944.0,11.43,1.49,62.58,17.5,55878246039,54092735139,3.75,20070306
3,2021-10-19,sz002100,002100,天康生物,9.35,9.35,8.37,8.42,10.0,0.85,552154,501605472.0,11.53,5.13,20.84,8.5,10063726098,10063726098,1.67,20061226
4,2021-10-19,sh603505,603505,金石资源,40.82,40.82,36.19,37.35,10.0,3.71,172892,671155472.0,12.48,5.59,63.48,37.11,12719963143,12630563914,11.2,20170503
5,2021-10-19,sh688333,688333,铂力特,223.3,225.0,200.13,203.08,9.99,20.29,6794,147903427.0,12.25,1.5,-113.27,203.01,17864000000,10134638198,15.43,20190722
6,2021-10-19,sh603050,603050,科林电气,18.82,18.82,17.18,17.2,9.99,1.71,69349,127551219.0,9.59,4.28,19.29,17.11,3052794082,3052794082,2.42,20170414
7,2021-10-19,sh603876,603876,鼎胜新材,46.45,46.45,42.0,42.0,9.99,4.22,69865,315426448.0,10.54,1.44,73.87,42.23,22466040909,22466040909,5.16,20180418
8,2021-10-19,sh605011,605011,杭州热电,30.71,30.71,26.81,27.4,9.99,2.79,184061,533172048.0,13.97,45.9,46.01,27.92,12287071000,1231471000,6.84,20210630
9,2021-10-19,sh603217,603217,元利科技,45.24,45.24,40.51,40.93,9.99,4.11,34969,153405647.0,11.5,7.65,16.41,41.13,5766109440,2067439951,2.42,20190620
10,2021-10-19,sz000895,000895,双汇发展,28.62,28.62,25.97,26.02,9.99,2.6,696755,1953990976.0,10.18,4.68,19.54,26.02,99158603916,42610149005,4.84,19981210
11,2021-10-19,sh605588,605588,冠石科技,45.58,45.58,41.8,41.8,9.99,4.14,21918,97607596.0,9.12,11.99,33.39,41.44,3331877990,832974500,3.78,20210812
12,2021-10-19,sz002096,002096,南岭民爆,10.57,10.57,9.61,9.62,9.99,0.96,55770,57802312.0,9.99,1.5,95.2,9.61,3924503590,3919884236,1.91,20061222
13,2021-10-19,sz002157,002157,正邦科技,10.35,10.35,9.34,9.38,9.99,0.94,1457273,1481992112.0,10.73,6.31,-11.39,9.41,32588990497,23890444518,1.69,20070817
14,2021-10-19,sz002088,002088,鲁阳节能,32.05,32.05,28.89,29.14,9.99,2.91,71408,223709517.0,10.84,2.23,22.45,29.14,11591399563,10279364386,4.95,20061130
15,2021-10-19,sz002487,002487,大金重工,28.31,28.31,25.18,25.96,9.98,2.57,270040,735466912.0,12.16,4.95,38.23,25.74,15730847840,15447288454,6.02,20101015
16,2021-10-19,sz002961,002961,瑞达期货,28.2,28.2,25.16,25.4,9.98,2.56,60395,166214880.0,11.86,5.56,26.37,25.64,12549676405,3065420680,6.31,20190905
17,2021-10-19,sz002255,002255,海陆重工,5.95,5.95,5.31,5.34,9.98,0.54,370815,214206458.0,11.83,5.76,13.83,5.41,5011512777,3832687044,1.68,20080625
18,2021-10-19,sz000993,000993,闽东电力,17.41,17.41,15.3,15.56,9.98,1.58,981996,1620504720.0,13.33,22.33,59.89,15.83,7972934832,7656005229,4.03,20000731
19,2021-10-19,sh603527,603527,众源新材,11.35,11.35,10.16,10.17,9.98,1.03,104858,115127101.0,11.53,4.3,23.1,10.32,2767402400,2767402400,2.83,20170907
0,2021-10-19,sz002885,002885,京泉华,14.55,14.55,13.99,14.0,9.98,1.32,38967,56476277.0,4.23,3.29,305.35,13.23,2619000000,1722909339,3.28,20170627
1,2021-10-19,sz002548,002548,金新农,5.96,5.96,5.35,5.42,9.96,0.54,294113,171907610.0,11.25,5.47,51.71,5.42,4116753434,3205007791,1.55,20110218
2,2021-10-19,sz002458,002458,益生股份,11.37,11.37,10.26,10.34,9.96,1.03,371700,411079296.0,10.74,5.49,20.47,10.34,11289386473,7691245403,3.3,20100810
3,2021-10-19,sz002454,002454,松芝股份,8.39,8.39,7.69,7.69,9.96,0.76,83077,68852087.0,9.17,1.33,27.8,7.63,5273799624,5247327731,1.43,20100720
4,2021-10-19,sz002610,002610,爱康科技,5.52,5.52,5.03,5.11,9.96,0.5,8889044,4725120000.0,9.76,20.27,-154.65,5.02,24744448441,24204460878,6.19,20110815
5,2021-10-19,sz002468,002468,申通快递,7.95,7.95,7.3,7.3,9.96,0.72,293538,226382651.0,8.99,1.97,-41.59,7.23,12169877220,11861762973,1.41,20100908
6,2021-10-19,sz002818,002818,富森美,14.61,14.62,13.13,13.25,9.93,1.32,68937,96499226.0,11.21,2.31,11.89,13.29,10934985113,4359804886,1.96,20161109
7,2021-10-19,sz002073,002073,软控股份,6.8,6.81,6.1,6.2,9.85,0.61,816815,539698512.0,11.47,8.75,58.41,6.19,6351109383,6350738103,1.46,20061018
8,2021-10-19,sh600123,600123,兰花科创,13.87,13.89,13.1,13.11,9.82,1.24,939135,1290726048.0,6.25,8.22,11.4,12.63,15845088000,15845088000,1.38,19981217
9,2021-10-19,sh603477,603477,巨星农牧,15.13,15.17,13.53,13.57,9.72,1.34,450030,665908352.0,11.89,10.15,13.29,13.79,7657193793,6710873766,2.31,20171218
10,2021-10-19,sh688772,688772,珠海冠宇,40.5,41.22,36.58,36.77,9.31,3.45,411413,1601744720.0,12.52,39.68,41.84,37.05,45435157754,4199274455,7.37,20211015
11,2021-10-19,sz300679,300679,电连技术,45.13,46.2,41.02,41.34,9.06,3.75,88161,388623264.0,12.52,2.84,50.61,41.38,19008756000,14001567246,5.19,20170731
12,2021-10-19,sh688179,688179,阿拉丁,86.89,87.78,79.98,80.98,8.67,6.93,13390,114471966.0,9.75,5.59,106.2,79.96,8770103126,2082903620,10.84,20201026
13,2021-10-19,sh603619,603619,中曼石油,18.32,18.55,16.26,17.2,8.66,1.46,380705,666493536.0,13.58,9.52,188.45,16.86,7328001832,7328001832,3.81,20171117
14,2021-10-19,sz002484,002484,江海股份,20.79,21.05,19.16,19.39,8.62,1.65,267631,552183472.0,9.87,3.46,42.02,19.14,17152179126,16104119052,4.27,20100929
15,2021-10-19,sh600971,600971,恒源煤电,9.15,9.26,8.53,8.63,8.54,0.72,990305,894995856.0,8.66,8.25,11.12,8.43,10980044689,10980044689,1.19,20040817
16,2021-10-19,sh605098,605098,行动教育,46.75,47.47,42.62,42.93,8.34,3.6,35229,160611618.0,11.24,16.7,25.72,43.15,3942981815,985957500,4.02,20210421
17,2021-10-19,sz300498,300498,温氏股份,16.38,16.63,14.88,15.06,8.19,1.24,1250607,2003324048.0,11.56,2.59,-20.83,15.14,104042354139,79102846958,2.48,20151102
18,2021-10-19,sh600339,600339,中油工程,3.61,3.65,3.27,3.32,8.08,0.27,1666057,585143904.0,11.38,2.98,20.97,3.34,20155162370,20155162370,0.81,20001225
19,2021-10-19,sz002810,002810,山东赫达,45.2,45.98,39.86,41.45,8.0,3.35,71654,314992528.0,14.62,2.28,41.83,41.85,15430423008,14206029181,10.32,20160826
0,2021-10-19,sz002124,002124,天邦股份,6.52,6.64,6.0,6.01,7.95,0.48,1422526,919500224.0,10.6,9.25,-9.22,6.04,11991535922,10026466126,1.67,20070403
1,2021-10-19,sz301051,301051,信濠光电,114.0,115.98,103.58,104.14,7.93,8.38,20138,218930443.0,11.74,10.07,39.55,105.62,9120000000,2280000000,3.27,20210827
2,2021-10-19,sz300400,300400,劲拓股份,23.15,24.16,21.46,21.64,7.93,1.7,110638,253464179.0,12.59,6.82,33.98,21.45,5616787270,3758116760,7.58,20141010
3,2021-10-19,sh600792,600792,云煤能源,5.59,5.7,5.23,5.25,7.92,0.41,786789,436231120.0,9.07,7.95,24.91,5.18,5533672924,5533672924,1.57,19970123
4,2021-10-19,sz000876,000876,新 希 望,14.81,14.94,13.56,13.58,7.87,1.08,1423400,2049594448.0,10.05,3.29,-9.77,13.73,66722179975,64059508543,2.0,19980311
5,2021-10-19,sz300586,300586,美联新材,10.17,10.34,9.36,9.5,7.85,0.74,117116,117317386.0,10.39,4.05,117.85,9.43,5333895973,2939013096,4.43,20170104
6,2021-10-19,sh688399,688399,硕世生物,109.61,111.2,101.02,102.65,7.78,7.91,12240,132016175.0,10.01,3.63,6.4,101.7,6425338200,3698438698,3.48,20191205
7,2021-10-19,sh601882,601882,海天精工,27.61,28.0,25.49,26.01,7.77,1.99,152274,409231568.0,9.8,2.92,41.13,25.62,14412420000,14412420000,9.37,20161107
8,2021-10-19,sz000554,000554,泰山石油,5.57,5.58,5.09,5.17,7.74,0.4,365795,196185924.0,9.48,10.09,883.67,5.17,2678018792,2019958901,2.91,19931215
9,2021-10-19,sh600405,600405,动力源,6.32,6.46,5.91,5.94,7.67,0.45,361908,228765379.0,9.37,6.54,-31.37,5.87,3521149751,3496700831,3.58,20040401
10,2021-10-19,sh603738,603738,泰晶科技,53.8,53.98,50.03,51.11,7.6,3.8,87938,461370320.0,7.9,5.17,55.96,50.0,10688288205,9156426332,7.23,20160928
11,2021-10-19,sh600097,600097,开创国际,12.4,12.6,11.42,11.9,7.55,0.87,117908,142565910.0,10.23,4.89,9.97,11.53,2987613332,2987613332,1.52,19970619
12,2021-10-19,sz002420,002420,毅昌股份,7.13,7.23,6.72,6.78,7.54,0.5,171266,120522444.0,7.69,4.39,30.5,6.63,2859130000,2782074814,4.65,20100601
13,2021-10-19,sh605305,605305,中际联合,94.64,96.79,86.37,86.37,7.52,6.62,17756,164610893.0,11.84,6.46,42.26,88.02,10410400000,2602600000,5.33,20210506
14,2021-10-19,sz002676,002676,顺威股份,5.06,5.18,4.55,4.72,7.43,0.35,584400,293838160.0,13.38,8.12,38.44,4.71,3643200000,3643022060,3.26,20120525
15,2021-10-19,sh600299,600299,安迪苏,13.04,13.18,12.08,12.1,7.41,0.9,201875,258310527.0,9.06,0.75,21.42,12.14,34971992600,34971992600,2.53,20000420
16,2021-10-19,sz002141,002141,贤丰控股,8.55,8.72,7.81,8.03,7.41,0.59,481988,404420208.0,11.43,4.25,548.52,7.96,9701313237,9701313237,12.33,20070720
17,2021-10-19,sz002991,002991,甘源食品,49.4,49.6,45.56,46.03,7.3,3.36,16893,81677370.0,8.77,4.14,62.19,46.04,4604862051,2014969239,3.32,20200731
18,2021-10-19,sz300339,300339,润和软件,29.6,29.8,27.57,27.8,7.25,2.0,925318,2669555072.0,8.08,11.99,173.76,27.6,23573760894,22835311963,7.95,20120718
19,2021-10-19,sz002360,002360,同德化工,10.25,10.29,9.13,9.6,7.22,0.69,247752,247357147.0,12.13,8.01,27.63,9.56,4094921925,3171416318,3.13,20100303
0,2021-10-19,sz300833,300833,浩洋股份,67.29,68.21,61.78,62.47,7.18,4.51,11527,75902992.0,10.24,5.47,83.17,62.78,5674363830,1418607780,3.23,20200520
1,2021-10-19,sh601918,601918,新集能源,6.93,7.08,6.45,6.56,7.11,0.46,2459314,1686498960.0,9.74,9.49,7.77,6.47,17952454674,17952454674,2.21,20071219
2,2021-10-19,sh600688,600688,上海石化,4.56,4.59,4.16,4.21,7.04,0.3,992808,441507184.0,10.09,1.35,19.83,4.26,49356589560,33419389560,1.68,19931108
3,2021-10-19,sh688099,688099,晶晨股份,111.1,113.1,103.85,104.8,6.98,7.25,42173,466713840.0,8.91,1.98,91.45,103.85,45675432000,23674616191,14.18,20190808
4,2021-10-19,sz300082,300082,奥克股份,20.25,20.89,18.52,18.8,6.97,1.32,437113,871312752.0,12.52,6.45,82.5,18.93,13771988550,13722947120,4.4,20100520
5,2021-10-19,sh603389,603389,亚振家居,5.54,5.69,5.15,5.17,6.95,0.36,42058,23096859.0,10.42,1.6,-39.82,5.18,1455646080,1455646080,2.24,20161215
6,2021-10-19,sh600312,600312,平高电气,8.49,8.73,8.0,8.0,6.93,0.55,701052,598222896.0,9.19,5.17,102.54,7.94,11520261913,11520261913,1.26,20010221
7,2021-10-19,sh688033,688033,天宜上佳,29.77,30.33,28.05,29.6,6.89,1.92,194620,572608528.0,8.19,6.37,118.42,27.85,13358906087,9101245937,5.43,20190722
8,2021-10-19,sh601919,601919,中远海控,16.94,16.94,16.15,16.4,6.88,1.09,3317225,5494498048.0,4.98,2.93,3.66,15.85,271272117386,191943864803,3.35,20070626
9,2021-10-19,sz002865,002865,钧达股份,34.52,35.22,31.8,32.6,6.87,2.22,58724,199876623.0,10.59,4.48,-66.96,32.3,4653879043,4522414801,4.5,20170425
10,2021-10-19,sh600990,600990,四创电子,45.59,46.49,42.3,42.65,6.87,2.93,88666,397179856.0,9.82,5.57,-63.67,42.66,7256975625,7256975625,2.95,20040510
11,2021-10-19,sh688386,688386,泛亚微透,60.73,61.85,56.83,56.95,6.86,3.9,6148,36471777.0,8.83,1.32,62.57,56.83,4251100000,2823124416,7.68,20201016
12,2021-10-19,sz300759,300759,康龙化成,205.89,207.39,194.0,195.2,6.86,13.21,42019,849727792.0,6.95,1.48,144.78,192.68,163556434551,58625671621,17.84,20190128
13,2021-10-19,sz300932,300932,三友联众,34.27,35.18,32.1,32.1,6.73,2.16,33051,112155925.0,9.59,10.49,30.61,32.11,4305323411,1079505000,2.68,20210122
14,2021-10-19,sz000423,000423,东阿阿胶,44.18,44.29,40.82,41.0,6.71,2.78,318629,1379262336.0,8.38,4.87,96.55,41.4,28894671505,28887857888,3.05,19960729
15,2021-10-19,sh603978,603978,深圳新星,34.74,35.56,31.31,32.99,6.7,2.18,104603,354244272.0,13.05,6.54,135.84,32.56,5558634599,5558634599,3.66,20170807
16,2021-10-19,sh688202,688202,美迪西,738.0,748.99,680.1,687.48,6.65,46.0,4687,341518560.0,9.96,1.79,202.28,692.0,45756000000,19353204252,40.23,20191105
17,2021-10-19,sz300761,300761,立华股份,30.4,30.72,28.06,28.22,6.63,1.89,81604,244417261.0,9.33,6.81,-15.23,28.51,12277952000,3640739720,1.93,20190218
18,2021-10-19,sh600481,600481,双良节能,11.13,11.28,10.53,10.53,6.61,0.69,445349,492189872.0,7.18,2.74,88.36,10.44,18111357143,18111357143,8.25,20030422
19,2021-10-19,sz002567,002567,唐人神,6.5,6.6,6.06,6.07,6.56,0.4,560321,360519888.0,8.85,4.73,22.3,6.1,7839114023,7695370001,1.14,20110325
0,2021-10-19,sz301032,301032,新柴股份,15.55,15.8,14.26,14.5,6.43,0.94,208887,317954672.0,10.54,36.53,45.12,14.61,3749624370,889089350,3.62,20210722
1,2021-10-19,sz002041,002041,登海种业,23.52,24.1,22.2,22.38,6.43,1.42,478941,1116909936.0,8.6,5.44,98.43,22.1,20697600000,20697600000,6.98,20050418
2,2021-10-19,sz002714,002714,牧原股份,59.6,61.1,55.8,55.8,6.41,3.59,1084709,6413710080.0,9.46,3.06,27.03,56.01,313678519934,211585161598,5.95,20140128
3,2021-10-19,sz002268,002268,卫 士 通,43.87,44.5,40.7,41.0,6.4,2.64,301860,1301834592.0,9.22,3.61,-441.6,41.23,37126944234,36723825699,7.83,20080811
4,2021-10-19,sz002982,002982,湘佳股份,41.29,41.85,38.67,38.7,6.39,2.48,28472,115822945.0,8.19,6.03,-416.42,38.81,4206625200,1948371875,2.66,20200424
5,2021-10-19,sz000422,000422,湖北宜化,26.68,27.48,24.6,25.22,6.38,1.6,1247489,3260023552.0,11.48,13.89,16.51,25.08,23955083876,23953650413,22.61,19960815
6,2021-10-19,sh603198,603198,迎驾贡酒,48.6,48.84,44.95,45.29,6.35,2.9,170795,810912160.0,8.51,2.13,32.87,45.7,38880000000,38880000000,7.52,20150528
7,2021-10-19,sz002475,002475,立讯精密,36.99,37.68,34.93,34.93,6.32,2.2,856508,3136367584.0,7.9,1.22,42.2,34.79,260720548186,260316922813,8.59,20100915
8,2021-10-19,sh600233,600233,圆通速递,13.98,14.35,13.24,13.36,6.31,0.83,417866,583608112.0,8.44,1.32,34.72,13.15,44174432990,44170920655,2.55,20000608
9,2021-10-19,sz300978,300978,东箭科技,18.18,19.07,16.9,17.03,6.25,1.07,75498,136476436.0,12.68,18.92,55.35,17.11,7684735795,725469373,5.23,20210426
10,2021-10-19,sz300151,300151,昌红科技,32.03,32.48,29.83,30.3,6.24,1.88,54980,173355769.0,8.79,1.74,149.32,30.15,16095075000,10114058649,16.16,20101222
11,2021-10-19,sz300062,300062,中能电气,12.1,12.35,11.5,11.5,6.23,0.71,200750,242238726.0,7.46,10.35,157.25,11.39,3726800000,2346945343,4.64,20100319
12,2021-10-19,sz000935,000935,四川双马,21.69,21.69,20.22,20.42,6.22,1.27,223848,471256288.0,7.2,2.93,18.05,20.42,16559020823,16559020823,3.08,19990824
