trade_date,stock_code,code,name,trade,high,low,open,changepercent,pricechange,volume,amount,amplitude,turnover,dynamic_pe,presettlement,aggregate_value,market_value,pb,first_trade_date
2021-10-26,sz002655,002655,共达电声,13.28,13.28,11.75,11.91,10.02,1.21,656309,838136464.0,12.68,18.24,47.66,12.07,4780800000,4778866432,7.97,20120217
2021-10-26,sh603922,603922,金鸿顺,33.4,33.4,29.11,32.0,10.01,3.04,86476,277439792.0,14.13,6.76,-333.83,30.36,4275200000,4275200000,4.15,20171023
2021-10-26,sz002384,002384,东山精密,21.32,21.32,20.09,20.29,10.01,1.94,758774,1586758528.0,6.35,5.46,22.82,19.38,36454371412,29640670249,2.62,20100409
2021-10-26,sh600481,600481,双良节能,11.76,11.76,11.48,11.49,10.01,1.07,460003,537962288.0,2.62,2.83,93.36,10.69,19136528302,19136528302,8.72,20030422
2021-10-26,sz001219,001219,青岛食品,32.98,32.98,32.98,32.98,10.01,3.0,1406,4638571.0,0.0,0.63,42.82,29.98,2926975000,732156000,6.27,20211021
2021-10-26,sh603988,603988,中电电机,19.02,19.02,16.97,17.21,10.01,1.73,205456,375139264.0,11.86,8.74,45.31,17.29,4473504000,4473504000,7.44,20141104
2021-10-26,sh603658,603658,安图生物,56.41,56.41,52.45,52.75,10.0,5.13,111400,622304080.0,7.72,1.9,34.61,51.28,33071617961,33071617961,4.71,20160901
2021-10-26,sz002805,002805,丰元股份,28.71,28.71,27.09,27.24,10.0,2.61,94677,267129088.0,6.21,9.74,99.02,26.1,5108433606,2790889769,4.97,20160707
2021-10-26,sz000791,000791,甘肃电投,6.27,6.27,5.97,5.97,10.0,0.57,824146,512138464.0,5.26,6.06,28.97,5.7,8524545784,8524381196,1.27,19971014
2021-10-26,sh600600,600600,青岛啤酒,91.86,91.86,85.6,85.6,10.0,8.35,239000,2183208128.0,7.5,3.43,25.94,83.51,125340838389,63926624858,5.65,19930827
2021-10-26,sh600995,600995,文山电力,15.52,15.52,15.52,15.52,9.99,1.41,21798,33829720.0,0.0,0.46,30.26,14.11,7426729728,7426729728,3.31,20040615
2021-10-26,sh603693,603693,江苏新能,29.39,29.39,26.3,26.37,9.99,2.67,257579,744948736.0,11.56,4.17,30.25,26.72,18163020000,18163020000,3.74,20180703
2021-10-26,sh605186,605186,健麾信息,40.52,40.52,36.0,36.67,9.99,3.68,32807,126538424.0,12.27,9.65,53.23,36.84,5510720000,1377680000,6.59,20201222
2021-10-26,sh603976,603976,正川股份,33.04,33.04,30.61,30.65,9.99,3.0,37437,121769209.0,8.09,2.48,54.46,30.04,4995648000,4995648000,4.53,20170822
2021-10-26,sz002631,002631,德尔未来,8.04,8.04,7.45,7.45,9.99,0.73,107147,84373411.0,8.07,1.64,77.06,7.31,5351731482,5264904073,3.15,20111111
2021-10-26,sh603683,603683,晶华新材,13.44,13.44,12.12,12.15,9.98,1.22,102553,132036750.0,10.8,5.78,51.63,12.22,2461253760,2383422720,2.58,20171020
2021-10-26,sh605286,605286,同力日升,24.35,24.35,24.35,24.35,9.98,2.21,10098,24587948.0,0.0,2.4,26.51,22.14,4090800000,1022700000,2.95,20210322
2021-10-26,sh600516,600516,方大炭素,11.24,11.24,10.46,10.6,9.98,1.02,2719104,3021695744.0,7.63,7.14,36.73,10.22,42779106936,42779106936,2.94,20020830
2021-10-26,sz000598,000598,兴蓉环境,5.62,5.62,5.22,5.25,9.98,0.51,714873,395129808.0,7.83,2.39,10.18,5.11,16782548543,16782548543,1.27,19960529
2021-10-26,sz002270,002270,华明装备,9.26,9.26,8.61,8.75,9.98,0.84,314449,283525488.0,7.72,4.14,13.72,8.42,7030554344,7030421352,2.39,20080905
2021-10-26,sz002283,002283,天润工业,10.6,10.6,9.6,10.04,9.96,0.96,674899,684094816.0,10.37,6.81,20.34,9.64,12037719107,10512535966,2.22,20090821
2021-10-26,sz002141,002141,贤丰控股,8.84,8.84,8.05,8.15,9.95,0.8,362736,309358448.0,9.83,3.2,418.15,8.04,10030363628,10030363628,12.58,20070720
2021-10-26,sz002533,002533,金杯电工,8.51,8.51,8.1,8.11,9.95,0.77,171260,144133455.0,5.3,2.86,17.91,7.74,6246759943,5092610494,1.85,20101231
2021-10-26,sz002600,002600,领益智造,6.42,6.42,5.83,5.84,9.93,0.58,904659,563532672.0,10.1,1.29,57.22,5.84,45366874807,44960417006,3.03,20110715
2021-10-26,sh600280,600280,中央商场,3.1,3.1,2.79,2.82,9.93,0.28,178219,54405032.0,10.99,1.57,186.26,2.82,3528837942,3528837942,3.76,20000926
2021-10-26,sz002472,002472,双环传动,27.16,27.25,24.62,24.62,9.65,2.39,362091,970860640.0,10.62,5.52,82.41,24.77,21122104535,17812550004,5.25,20100910
2021-10-26,sz300203,300203,聚光科技,19.87,20.96,18.31,18.31,9.42,1.71,196760,388687280.0,14.59,4.35,-419.23,18.16,8991520738,8981780464,2.4,20110415
2021-10-26,sz300656,300656,民德电子,48.7,51.8,43.75,44.99,9.14,4.08,60671,292374464.0,18.04,7.33,113.35,44.62,5833773000,4028250938,11.53,20170519
2021-10-26,sh603336,603336,宏辉果蔬,8.85,8.92,7.79,7.9,9.12,0.74,557454,474377072.0,13.93,12.71,77.43,8.11,3882272237,3882272237,3.77,20161124
2021-10-26,sz300332,300332,天壕环境,8.18,8.38,7.61,7.61,8.92,0.67,361043,291503776.0,10.25,4.29,91.22,7.51,7200226152,6877718609,2.12,20120628
2021-10-26,sz300301,300301,长方集团,3.46,3.82,3.18,3.18,8.81,0.28,808018,284315280.0,20.13,10.23,153.01,3.18,2733776341,2733776341,2.34,20120321
2021-10-26,sz300631,300631,久吾高科,41.52,44.44,38.1,38.17,8.78,3.35,181492,754606432.0,16.61,15.49,181.92,38.17,4962504114,4863650184,5.48,20170323
2021-10-26,sz300433,300433,蓝思科技,21.0,21.3,18.37,18.65,8.64,1.67,1139655,2290539456.0,15.16,2.3,23.76,19.33,104443079958,104168072274,2.38,20150318
2021-10-26,sh600210,600210,紫江企业,9.89,9.99,9.24,9.24,8.56,0.78,662227,646840608.0,8.23,4.37,22.72,9.11,15000520603,15000520603,2.85,19990824
2021-10-26,sz300193,300193,佳士科技,12.62,12.9,11.8,11.88,8.42,0.98,150000,187060708.0,9.45,3.49,24.77,11.64,6094444607,5422590449,2.74,20110322
2021-10-26,sz002882,002882,金龙羽,10.88,11.04,9.93,9.99,8.37,0.84,169357,182467719.0,11.06,3.93,22.27,10.04,4709952000,4690776000,2.45,20170717
2021-10-26,sz002755,002755,奥赛康,13.6,13.82,12.49,12.62,8.28,1.04,90241,120112579.0,10.59,2.55,23.98,12.56,12622980774,4810104290,4.07,20150515
2021-10-26,sz301051,301051,信濠光电,131.93,136.88,119.5,120.49,8.26,10.07,24924,317933504.0,14.26,12.46,45.77,121.86,10554400000,2638600000,3.79,20210827
2021-10-26,sh603920,603920,世运电路,17.96,18.25,16.0,17.26,8.26,1.37,277233,489305632.0,13.56,5.24,61.07,16.59,9559053317,9504213535,3.78,20170426
2021-10-26,sh688239,688239,航宇科技,55.5,56.14,52.18,52.25,8.23,4.22,40088,218427356.0,7.72,14.08,64.1,51.28,7770000000,1579835028,7.83,20210705
2021-10-26,sz300522,300522,世名科技,17.17,18.05,15.82,15.82,8.06,1.28,43561,74322726.0,14.03,2.39,36.35,15.89,4638657588,3130911365,6.14,20160705
2021-10-26,sz003011,003011,海象新材,29.6,29.98,25.52,26.0,8.03,2.2,92125,259965552.0,16.28,15.43,29.63,27.4,3039209600,1767715641,2.41,20200930
2021-10-26,sh601669,601669,中国电建,8.21,8.36,7.78,7.78,8.03,0.61,7467076,6087619840.0,7.63,6.7,13.9,7.6,125605077547,91495536643,1.32,20111018
2021-10-26,sz300394,300394,天孚通信,26.99,28.19,24.89,24.95,7.87,1.97,166140,446522816.0,13.19,4.71,37.11,25.02,10539897099,9530042741,4.73,20150217
2021-10-26,sz001208,001208,华菱线缆,18.2,18.57,16.78,16.87,7.82,1.32,673042,1222605488.0,10.6,50.38,67.77,16.88,9726516800,2431629200,7.17,20210624
2021-10-26,sh600165,600165,新日恒力,11.35,11.58,10.51,10.92,7.79,0.82,311822,351796992.0,10.16,4.55,-346.45,10.53,7773430846,7773430846,8.22,19980529
2021-10-26,sz002008,002008,大族激光,43.14,44.0,41.1,41.28,7.72,3.09,649259,2782131248.0,7.24,6.53,23.01,40.05,46033515415,42883086417,4.34,20040625
2021-10-26,sz002128,002128,露天煤业,14.75,15.07,13.77,14.11,7.66,1.05,752241,1104287296.0,9.49,4.26,7.4,13.7,28343209022,26069317103,1.43,20070418
2021-10-26,sh603897,603897,长城科技,52.8,53.84,47.78,49.5,7.65,3.75,81015,411977728.0,12.35,4.42,24.63,49.05,9684241934,9684241934,4.61,20180410
2021-10-26,sh601011,601011,宝泰隆,5.51,5.63,5.22,5.3,7.62,0.39,1494232,823222800.0,8.01,9.31,54.02,5.12,8842488757,8842488757,1.41,20110309
2021-10-26,sh603882,603882,金域医学,110.0,112.4,103.79,106.5,7.56,7.73,103725,1124591440.0,8.42,2.25,22.89,102.27,51035465250,50691858470,9.14,20170908
2021-10-26,sz300967,300967,晓鸣股份,29.45,31.72,27.6,27.97,7.48,2.05,251348,736739168.0,15.04,53.48,53.74,27.4,5522051700,1384150000,6.73,20210413
2021-10-26,sz300890,300890,翔丰华,59.15,63.31,57.0,58.0,7.29,4.02,89312,534949856.0,11.45,11.46,78.52,55.13,5915000000,4610122431,5.6,20200917
2021-10-26,sz300820,300820,英杰电气,79.64,80.88,74.04,75.5,7.27,5.4,38528,302859312.0,9.21,13.0,52.32,74.24,7591842280,2360758246,6.89,20200213
2021-10-26,sz300211,300211,亿通科技,13.28,13.32,12.4,12.4,7.1,0.88,63703,83639635.0,7.42,2.15,185.61,12.4,4019536921,3942666598,8.51,20110505
2021-10-26,sh688315,688315,诺禾致源,44.76,46.5,41.0,41.61,7.08,2.96,25372,112332036.0,13.16,7.24,104.1,41.8,17912952000,1567853280,10.52,20210413
2021-10-26,sz300499,300499,高澜股份,17.6,19.73,16.74,18.3,7.06,1.16,737987,1367952544.0,18.19,30.86,103.1,16.44,4915835672,4209025005,5.95,20160202
2021-10-26,sh688718,688718,唯赛勃,28.8,29.19,26.72,26.92,6.98,1.88,14639,41687943.0,9.18,4.15,80.64,26.92,5004126403,1016473536,7.52,20210728
2021-10-26,sz002933,002933,新兴装备,34.01,34.34,31.66,31.8,6.95,2.21,38844,129766442.0,8.43,5.42,-119.88,31.8,3991073500,2438211284,2.61,20180828
2021-10-26,sz300540,300540,深冷股份,27.96,28.0,25.31,26.18,6.92,1.81,92384,247482464.0,10.29,10.05,359.62,26.15,3486388124,2571393853,5.95,20160823
2021-10-26,sh600773,600773,西藏城投,25.7,26.46,24.1,24.5,6.86,1.65,780288,2022988368.0,9.81,9.52,188.4,24.05,21065281121,21065281121,5.79,19961108
2021-10-26,sh688191,688191,智洋创新,18.54,19.17,17.63,17.63,6.8,1.18,43050,80241796.0,8.87,11.82,59.87,17.36,2837473711,675006841,3.71,20210408
2021-10-26,sz000567,000567,海德股份,18.38,18.39,17.15,17.24,6.74,1.16,141409,253040738.0,7.2,2.21,38.26,17.22,11784133460,11759043620,2.57,19940525
2021-10-26,sh688499,688499,利元亨,265.58,271.23,247.01,250.08,6.66,16.59,9081,239079304.0,9.73,5.05,118.06,248.99,23371040000,4772732868,12.26,20210701
2021-10-26,sz300219,300219,鸿利智汇,12.73,12.87,11.78,11.94,6.62,0.79,178194,221731119.0,9.13,2.84,31.95,11.94,9012120831,7995037279,4.38,20110518
2021-10-26,sz000009,000009,中国宝安,20.84,21.51,20.43,20.79,6.6,1.29,2699422,5666239488.0,5.52,10.58,45.17,19.55,53750819031,53171807952,6.93,19910625
2021-10-26,sz300112,300112,万讯自控,11.21,11.23,10.63,10.65,6.56,0.69,213570,235325248.0,5.7,10.61,29.97,10.52,3203233802,2256675381,2.95,20100827
2021-10-26,sh603906,603906,龙蟠科技,62.8,64.9,60.41,60.41,6.44,3.8,267672,1686906352.0,7.61,5.55,103.52,59.0,30275336906,30275336906,14.98,20170410
2021-10-26,sh601137,601137,博威合金,16.7,17.13,15.95,16.0,6.44,1.01,546034,909044464.0,7.52,7.58,37.71,15.69,13193751032,12024514861,2.43,20110127
2021-10-26,sh688080,688080,映翰通,45.65,46.66,42.52,43.03,6.31,2.71,10287,46372408.0,9.64,2.76,19.53,42.94,2393374081,1704462627,3.29,20200212
2021-10-26,sz002505,002505,鹏都农牧,3.54,3.65,3.25,3.36,6.31,0.21,2920523,1027107232.0,12.01,5.32,145.17,3.33,22564884252,19418217588,3.79,20101118
2021-10-26,sz300105,300105,龙源技术,7.79,8.09,7.1,7.22,6.28,0.46,552585,418821968.0,13.51,10.77,-145.09,7.33,4070898200,3997933360,2.27,20100820
2021-10-26,sz300672,300672,国科微,172.35,175.9,165.87,171.0,6.24,10.13,136600,2345276784.0,6.18,7.89,128.32,162.22,31041458857,29829028657,22.21,20170712
2021-10-26,sz002036,002036,联创电子,18.05,18.67,17.7,17.75,6.24,1.06,601576,1092886160.0,5.71,5.75,76.43,16.99,19183888112,18879194510,4.92,20040903
2021-10-26,sz300733,300733,西菱动力,21.3,21.32,19.9,20.03,6.23,1.25,35193,72987430.0,7.08,2.96,89.65,20.05,3650806602,2531805650,2.78,20180116
2021-10-26,sh603067,603067,振华股份,12.66,12.83,11.92,11.92,6.21,0.74,105934,132508145.0,7.63,2.46,19.51,11.92,6436548662,5458992000,3.08,20160913
2021-10-26,sh603286,603286,日盈电子,15.44,15.6,14.47,14.53,6.19,0.9,25386,38189662.0,7.77,2.88,58.33,14.54,1376105440,1359893440,2.82,20170627
2021-10-26,sz300802,300802,矩子科技,41.18,41.49,39.32,40.69,6.19,2.4,56542,229330359.0,5.6,6.75,57.95,38.78,6689793209,3449750109,6.47,20191114
2021-10-26,sz300707,300707,威唐工业,15.46,16.22,15.02,15.15,6.18,0.9,47036,72819771.0,8.24,4.23,69.55,14.56,2428299278,1720414108,3.49,20171010
2021-10-26,sz000049,000049,德赛电池,45.1,46.73,42.99,44.0,6.17,2.62,566515,2588617280.0,8.8,18.98,25.19,42.48,13548388172,13462436006,4.67,19950320
2021-10-26,sh600787,600787,中储股份,6.22,6.44,5.96,6.05,6.14,0.36,660316,413930128.0,8.19,3.03,15.85,5.86,13682762425,13556889759,1.12,19970121
2021-10-26,sh601969,601969,海南矿业,16.09,16.43,15.03,15.16,6.13,0.93,553678,880380224.0,9.23,2.83,28.13,15.16,32529180820,31451449852,6.12,20141209
2021-10-26,sz300855,300855,图南股份,50.2,51.66,47.1,47.33,6.13,2.9,38335,191148444.0,9.64,3.47,57.27,47.3,10040000000,5545782250,8.58,20200723
2021-10-26,sh600955,600955,维远股份,48.79,50.44,45.32,46.23,6.07,2.79,212603,1017603680.0,11.13,15.46,10.84,46.0,26834500000,6708625000,3.66,20210915
2021-10-26,sz300444,300444,双杰电气,8.59,9.49,8.18,8.18,6.05,0.49,1540556,1359413296.0,16.17,29.8,272.42,8.1,6229944960,4440873645,4.21,20150423
2021-10-26,sh605288,605288,凯迪股份,66.0,68.0,61.54,61.58,6.02,3.75,21252,139068625.0,10.38,12.14,39.38,62.25,4665497760,1155000000,2.31,20200601
2021-10-26,sz300932,300932,三友联众,34.45,34.94,33.0,33.0,6.0,1.95,32796,112187662.0,5.97,10.41,29.84,32.5,4327936723,1085175000,2.7,20210122
2021-10-26,sh600529,600529,山东药玻,30.6,31.4,29.35,29.5,5.99,1.73,213162,653299920.0,7.1,3.58,29.07,28.87,18206013058,18206013058,4.0,20020603
2021-10-26,sh600821,600821,金开新能,11.9,12.35,11.18,11.23,5.97,0.67,928546,1109781344.0,10.42,9.62,41.75,11.23,18282642386,11492034549,3.9,19940128
2021-10-26,sz300435,300435,中泰股份,19.9,20.47,18.5,19.06,5.96,1.12,323738,633278976.0,10.49,11.11,30.68,18.78,7525986970,5800053901,3.07,20150326
2021-10-26,sz002206,002206,海 利 得,7.83,8.13,7.33,7.34,5.95,0.44,725974,573772256.0,10.83,7.61,16.12,7.39,9576314290,7469116968,3.24,20080123
2021-10-26,sh601369,601369,陕鼓动力,12.29,12.47,11.64,11.64,5.95,0.69,206405,250768663.0,7.16,1.25,20.7,11.6,21222042493,20288349071,2.91,20100428
2021-10-26,sh605376,605376,博迁新材,70.63,73.37,66.06,67.39,5.89,3.93,49897,352259632.0,10.96,7.63,78.17,66.7,18476808000,4619202000,12.64,20201208
2021-10-26,sz000821,000821,京山轻机,14.63,14.71,13.68,13.95,5.86,0.81,371974,530969888.0,7.45,7.81,40.76,13.82,9112658002,6969172768,3.06,19980626
2021-10-26,sz002230,002230,科大讯飞,56.26,57.68,53.21,53.21,5.85,3.11,723229,4066107200.0,8.41,3.48,133.2,53.15,129427555910,116968552294,8.6,20080512
2021-10-26,sz002993,002993,奥海科技,37.46,37.98,35.13,35.3,5.82,2.06,46645,172179804.0,8.05,7.78,26.93,35.4,8804598400,2244977800,3.79,20200817
2021-10-26,sz300991,300991,创益通,33.2,33.2,31.11,31.46,5.8,1.82,12202,39494622.0,6.66,5.72,37.17,31.38,2988000000,708428373,4.81,20210520
2021-10-26,sz301042,301042,安联锐视,44.6,45.83,41.81,42.0,5.69,2.4,20168,88690055.0,9.53,11.73,39.68,42.2,3068480000,767120000,2.8,20210805
2021-10-26,sz300626,300626,华瑞股份,10.79,11.06,10.2,10.35,5.68,0.58,79561,85326019.0,8.42,5.89,57.51,10.21,1942200000,1458284890,3.41,20170320
2021-10-26,sh600333,600333,长春燃气,7.26,7.3,6.76,6.83,5.68,0.39,517736,366430336.0,7.86,8.5,-35.37,6.87,4421562766,4421562766,2.17,20001211
2021-10-26,sz000504,000504,南华生物,18.5,18.75,17.57,17.57,5.65,0.99,37522,68362093.0,6.74,1.21,-457.58,17.51,5764117169,5747454219,284.37,19921208
2021-10-26,sz000922,000922,佳电股份,9.94,10.35,9.32,9.37,5.63,0.53,332530,332911088.0,10.95,5.71,24.09,9.41,5956167807,5788693220,2.24,19990618
2021-10-26,sz300657,300657,弘信电子,15.57,16.25,14.68,14.75,5.63,0.83,262823,411564784.0,10.65,6.22,-31.19,14.74,6929476487,6584083627,5.23,20170523
2021-10-26,sz300566,300566,激智科技,23.1,23.3,21.52,21.88,5.58,1.22,58392,131001310.0,8.14,3.33,42.45,21.88,5409277335,4051133302,6.08,20161115
2021-10-26,sh600877,600877,电能股份,16.93,17.48,16.36,16.36,5.55,0.89,180087,306253088.0,6.98,2.62,221.27,16.04,13919197496,11635684937,34.6,19951013
2021-10-26,sh688300,688300,联瑞新材,68.91,68.95,64.64,64.64,5.53,3.61,8358,56627187.0,6.6,1.58,34.46,65.3,5924426994,3647787372,5.64,20191115
2021-10-26,sz002559,002559,亚威股份,8.25,8.25,7.81,7.82,5.5,0.43,188751,153410241.0,5.63,3.95,24.88,7.82,4592964849,3942351724,2.63,20110303
2021-10-26,sz300825,300825,阿尔特,31.1,31.34,29.22,29.9,5.5,1.62,91699,276851488.0,7.19,3.75,54.25,29.48,10252098579,7608645260,4.24,20200327
2021-10-26,sz301080,301080,百普赛斯,204.97,212.22,191.8,192.01,5.41,10.52,27319,556714064.0,10.5,13.66,113.7,194.45,16397600000,4099400000,6.93,20211018
2021-10-26,sz300843,300843,胜蓝股份,24.16,25.06,22.78,22.92,5.41,1.24,21485,51892517.0,9.95,4.06,33.63,22.92,3597424000,1279955728,4.08,20200702
2021-10-26,sz002119,002119,康强电子,15.58,15.86,14.59,14.85,5.34,0.79,292748,447149104.0,8.59,7.97,35.27,14.79,5846924720,5725704530,5.38,20070302
2021-10-26,sh600499,600499,科达制造,20.8,21.7,19.94,20.13,5.32,1.05,825347,1725218128.0,8.91,5.23,38.82,19.75,39279134523,32805878602,5.99,20021010
2021-10-26,sz300790,300790,宇瞳光学,40.04,40.17,38.06,38.22,5.26,2.0,43534,171291436.0,5.55,4.03,29.17,38.04,8773530526,4325048608,5.47,20190920
2021-10-26,sz300382,300382,斯莱克,29.25,30.08,27.9,27.9,5.25,1.46,132293,387078976.0,7.84,2.31,167.51,27.79,16783816930,16782125549,16.09,20140129
2021-10-26,sz000559,000559,万向钱潮,6.02,6.08,5.74,5.76,5.24,0.3,455490,271695040.0,5.94,1.65,29.36,5.72,19888823891,16573946589,2.24,19940110
2021-10-26,sz002273,002273,水晶光电,15.93,16.15,15.09,15.2,5.22,0.79,1264108,1984161312.0,7.0,10.71,46.97,15.14,22152771281,18802620149,2.78,20080919
2021-10-26,sz300401,300401,花园生物,14.94,15.18,14.31,14.31,5.21,0.74,124690,185470499.0,6.13,2.37,17.47,14.2,8232052902,7862803347,2.66,20141009
2021-10-26,sh600459,600459,贵研铂业,23.94,24.53,22.8,23.0,5.18,1.18,238610,573035792.0,7.6,4.19,29.97,22.76,13622348735,13622348735,3.71,20030516
2021-10-26,sz300698,300698,万马科技,27.45,27.67,25.61,25.66,5.17,1.35,73042,197334666.0,7.89,7.34,418.03,26.1,3678300000,2733231554,9.68,20170831
2021-10-26,sz300885,300885,海昌新材,18.94,18.95,17.92,18.0,5.16,0.93,27794,51888872.0,5.72,5.04,30.47,18.01,2878880000,1043594000,4.13,20200910
2021-10-26,sz300933,300933,中辰股份,12.45,12.65,12.01,12.13,5.15,0.61,199135,246184573.0,5.41,21.72,68.93,11.84,5708325000,1141665000,4.28,20210122
2021-10-26,sh603333,603333,尚纬股份,5.92,5.99,5.58,5.62,5.15,0.29,105753,62019602.0,7.28,2.05,141.77,5.63,3059252837,3059252837,2.06,20120507
2021-10-26,sz002045,002045,国光电器,11.26,11.35,10.61,10.69,5.14,0.55,149544,166369216.0,6.91,3.2,24.59,10.71,5274002860,5266706380,2.54,20050523
2021-10-26,sz002776,002776,ST柏龙,2.87,2.87,2.69,2.7,5.13,0.14,292934,83304037.0,6.59,5.44,-36.44,2.73,1544028734,1544028734,0.76,20150626
2021-10-26,sz000723,000723,美锦能源,11.9,12.06,11.42,11.61,5.12,0.58,3248134,3811707536.0,5.65,8.18,20.34,11.32,50816225471,47245725100,4.59,19970515
2021-10-26,sz300895,300895,铜牛信息,38.74,39.86,37.02,37.3,5.1,1.88,69113,265705273.0,7.7,12.86,77.93,36.86,4507948333,2081815195,3.91,20200924
2021-10-26,sz002088,002088,鲁阳节能,27.0,27.47,25.46,26.0,5.1,1.31,93260,249080448.0,7.82,2.08,26.47,25.69,13670979822,12123556119,5.84,20061130
2021-10-26,sh603733,603733,仙鹤股份,37.62,37.8,36.11,36.44,5.08,1.82,43423,161204685.0,4.72,0.62,22.05,35.8,26558676647,26558676647,4.4,20180420
2021-10-26,sz300134,300134,大富科技,9.51,9.62,9.05,9.13,5.08,0.46,104379,98395418.0,6.3,1.47,-71.52,9.05,7298906037,6775095237,1.48,20101026
2021-10-26,sh605005,605005,合兴股份,20.68,20.98,19.37,19.5,5.08,1.0,42817,86668938.0,8.18,10.68,39.02,19.68,8292680000,829268000,6.15,20210119
2021-10-26,sz000407,000407,胜利股份,4.77,4.99,4.48,4.59,5.07,0.23,586972,283194144.0,11.23,6.7,16.68,4.54,4198003809,4177298069,1.6,19960703
2021-10-26,sh603557,603557,ST起步,5.19,5.19,5.19,5.19,5.06,0.25,6219,3227407.0,0.0,0.13,47.09,4.94,2574306998,2564025608,1.65,20170818
2021-10-26,sh600160,600160,巨化股份,15.78,16.32,14.96,15.23,5.06,0.76,634450,997756400.0,9.05,2.35,204.7,15.02,42601993158,42601993158,3.45,19980626
2021-10-26,sz000609,000609,*ST中迪,4.16,4.16,4.03,4.11,5.05,0.2,18884,7800614.0,3.28,0.65,-7.96,3.96,1244944572,1215092412,1.11,19961010
2021-10-26,sz300309,300309,吉艾科技,2.92,3.23,2.73,2.75,5.04,0.14,897270,267616369.0,17.99,10.61,-3.22,2.78,2587481394,2469874023,-5.17,20120410
