,trade_date,symbol,code,name,trade,high,low,open,changepercent,pricechange,volume,amount,amplitude,turnover,dynamic_pe,presettlement,aggregate_value,market_value,pb,first_trade_date
9,2021-10-18,sz000738,000738,航发控制,28.0,28.0,25.28,25.32,10.02,2.55,557800,1524797616.0,10.69,4.87,54.14,25.45,32077985772,32077763172,5.13,19970626
10,2021-10-18,sh600097,600097,开创国际,11.53,11.53,10.44,10.51,10.02,1.05,37559,41696418.0,10.4,1.56,9.27,10.48,2777998525,2777998525,1.41,19970619
11,2021-10-18,sz002667,002667,鞍重股份,23.83,23.83,21.41,21.6,10.02,2.17,86586,197774666.0,11.17,3.75,2716.38,21.66,5507875560,5505039790,7.07,20120329
12,2021-10-18,sz002782,002782,可立克,12.19,12.19,11.13,11.18,10.02,1.11,80749,95074403.0,9.57,1.72,67.14,11.08,5813425957,5713870227,4.01,20151222
13,2021-10-18,sh603693,603693,江苏新能,24.49,24.49,22.78,22.78,10.02,2.23,134658,321757920.0,7.68,2.18,25.21,22.26,15134820000,15134820000,3.11,20180703
14,2021-10-18,sh600123,600123,兰花科创,12.63,12.63,11.88,11.89,10.02,1.15,378622,472100224.0,6.53,3.31,10.38,11.48,14428512000,14428512000,1.26,19981217
15,2021-10-18,sz000998,000998,隆平高科,23.07,23.07,19.58,20.45,10.01,2.1,887102,1895157168.0,16.64,8.35,-266.0,20.97,30382504775,24497384202,5.39,20001211
16,2021-10-18,sz300087,300087,荃银高科,31.64,31.97,27.21,27.98,10.01,2.88,256386,773896304.0,16.55,6.42,-758.84,28.76,14367674547,12628908345,12.14,20100526
17,2021-10-18,sz002922,002922,伊戈尔,18.9,18.9,16.69,17.07,10.01,1.72,297547,537376816.0,12.86,10.75,19.7,17.18,5600456600,5231666872,3.61,20171229
18,2021-10-18,sz002360,002360,同德化工,9.56,9.56,8.65,8.69,10.01,0.87,154084,143476729.0,10.47,4.98,25.77,8.69,3819263766,2957925853,2.92,20100303
19,2021-10-18,sh603105,603105,芯能科技,18.03,18.03,16.88,16.89,10.01,1.64,336861,593242432.0,7.02,6.74,75.0,16.39,9015000000,9015000000,5.75,20180709
0,2021-10-18,sh600990,600990,四创电子,42.66,42.66,38.5,38.75,10.01,3.88,61197,254017878.0,10.73,3.84,-59.58,38.78,6790580833,6790580833,2.76,20040510
1,2021-10-18,sz002176,002176,江特电机,21.44,21.44,19.03,19.28,10.01,1.95,2006272,4043228432.0,12.37,11.76,110.0,19.49,36583620457,36567496976,20.13,20071012
2,2021-10-18,sz002041,002041,登海种业,22.1,22.1,19.46,19.77,10.0,2.01,291493,615934432.0,13.14,3.31,92.49,20.09,19448000000,19448000000,6.56,20050418
3,2021-10-18,sh603688,603688,石英股份,46.18,46.18,41.9,42.32,10.0,4.2,128145,582778384.0,10.2,3.63,72.41,41.98,16300548885,16300548885,8.2,20141031
4,2021-10-18,sh605028,605028,世茂能源,25.84,25.84,23.59,23.59,10.0,2.35,71795,181643766.0,9.58,17.95,24.8,23.49,4134400000,1033600000,4.39,20210712
5,2021-10-18,sz002459,002459,晶澳科技,78.51,78.51,71.41,71.41,10.0,7.14,224434,1702299056.0,9.95,3.52,87.95,71.37,125488608889,50104200019,8.3,20100810
6,2021-10-18,sh603897,603897,长城科技,51.8,51.8,46.58,46.6,10.0,4.71,45103,223905594.0,11.09,2.46,22.6,47.09,9500828261,9500828261,5.03,20180410
7,2021-10-18,sh601127,601127,小康股份,67.21,67.21,61.1,62.22,10.0,6.11,170924,1104409696.0,10.0,1.75,-94.97,61.1,91400283017,65608454590,11.82,20160615
8,2021-10-18,sh600877,600877,电能股份,16.28,16.28,14.49,14.76,10.0,1.48,180992,283960208.0,12.09,2.63,212.77,14.8,13384792395,11188951611,33.27,19951013
9,2021-10-18,sh600821,600821,金开新能,9.68,9.68,8.7,8.8,10.0,0.88,691303,639725408.0,11.14,7.16,33.96,8.8,14871930949,9348142390,3.17,19940128
10,2021-10-18,sh600435,600435,北方导航,10.89,10.89,10.04,10.12,10.0,0.99,899831,961908640.0,8.59,6.04,98.56,9.9,16218694800,16218694800,7.15,20030704
11,2021-10-18,sh600071,600071,凤凰光学,33.0,33.0,33.0,33.0,10.0,3.0,56847,187594176.0,0.0,2.39,467.47,30.0,9291938337,7836591048,17.87,19970528
12,2021-10-18,sz301013,301013,利和兴,25.41,26.5,23.11,23.12,10.0,2.31,60980,151837221.0,14.68,18.34,79.41,23.1,3959607369,844788635,4.35,20210629
13,2021-10-18,sz002529,002529,海源复材,25.3,25.3,22.71,23.68,10.0,2.3,213238,520523552.0,11.26,8.2,-204.73,23.0,6578000000,6578000000,7.82,20101224
14,2021-10-18,sz002487,002487,大金重工,25.74,25.74,23.61,23.61,10.0,2.34,211834,531670320.0,9.1,3.88,34.76,23.4,14302791360,14044973677,5.47,20101015
15,2021-10-18,sz002140,002140,东华科技,12.65,12.65,11.38,11.44,10.0,1.15,334831,404898272.0,11.04,6.28,25.85,11.5,6898189716,6745242804,2.82,20070712
16,2021-10-18,sz000422,000422,湖北宜化,25.08,25.08,22.25,22.88,10.0,2.28,1154777,2751728144.0,12.41,12.86,15.52,22.8,22518497137,22517149639,21.25,19960815
17,2021-10-18,sh603055,603055,台华新材,16.18,16.18,14.57,14.57,9.99,1.47,54872,86418488.0,10.94,0.69,26.78,14.71,13993926478,12955130546,4.42,20170921
18,2021-10-18,sh600661,600661,昂立教育,13.76,13.76,13.26,13.26,9.99,1.25,214292,293505376.0,4.0,7.48,11.66,12.51,3942911901,3942911901,7.05,19930614
19,2021-10-18,sz003022,003022,联泓新科,53.72,53.72,48.37,48.83,9.99,4.88,140682,725609440.0,10.95,7.34,66.28,48.84,71746712960,10291032960,12.4,20201208
0,2021-10-18,sh600508,600508,上海能源,13.32,13.32,11.95,12.03,9.99,1.21,250692,326172816.0,11.31,3.47,11.01,12.11,9626603760,9626603760,0.91,20010829
1,2021-10-18,sz000301,000301,东方盛虹,28.41,28.41,25.6,25.83,9.99,2.58,470102,1285647344.0,10.88,2.71,59.85,25.83,137359601531,49202037170,7.55,20000529
2,2021-10-18,sh603988,603988,中电电机,17.62,17.62,16.2,16.45,9.99,1.6,63564,109965709.0,8.86,2.7,41.98,16.02,4144224000,4144224000,6.89,20141104
3,2021-10-18,sh600256,600256,广汇能源,7.49,7.49,6.68,6.79,9.99,0.68,2546627,1842824912.0,11.89,3.88,17.47,6.81,49177505991,49177505991,2.69,20000526
4,2021-10-18,sz002747,002747,埃斯顿,27.1,27.1,24.88,25.0,9.98,2.46,421742,1107632112.0,9.01,5.7,187.15,24.64,23540099908,20067456939,9.24,20150320
5,2021-10-18,sh603530,603530,神马电力,19.5,19.5,17.66,17.67,9.98,1.77,28413,54841000.0,10.38,7.1,97.13,17.73,8429134877,780867555,5.52,20190805
6,2021-10-18,sh605580,605580,恒盛能源,18.4,18.4,16.69,16.71,9.98,1.67,108173,196266317.0,10.22,21.63,28.45,16.73,3680000000,920000000,4.67,20210819
7,2021-10-18,sh600792,600792,云煤能源,5.18,5.18,4.68,4.68,9.98,0.47,402653,202935166.0,10.62,4.07,23.08,4.71,5127804248,5127804248,1.45,19970123
8,2021-10-18,sh601101,601101,昊华能源,12.9,12.9,11.87,11.9,9.97,1.17,645273,816732224.0,8.78,5.38,12.26,11.73,15479977709,15479977709,1.86,20100331
9,2021-10-18,sz002385,002385,大北农,8.38,8.38,7.3,7.5,9.97,0.76,2517149,2012768224.0,14.17,7.92,34.79,7.62,34703941928,26646779006,2.99,20100409
10,2021-10-18,sz002659,002659,凯文教育,3.97,3.97,3.68,3.74,9.97,0.36,467267,183482706.0,8.03,7.94,-34.25,3.61,2375173124,2335516933,0.98,20120309
11,2021-10-18,sh600579,600579,克劳斯,7.72,7.72,6.93,6.99,9.97,0.7,112157,84343036.0,11.25,2.74,-16.1,7.02,5661920514,3155110145,1.13,20020809
12,2021-10-18,sz300998,300998,宁波方正,28.38,30.3,25.36,25.81,9.96,2.57,73092,210991841.0,19.14,32.2,80.65,25.81,3019632000,644208972,5.54,20210602
13,2021-10-18,sz002420,002420,毅昌股份,6.63,6.63,6.12,6.19,9.95,0.6,149913,97489608.0,8.46,3.84,28.36,6.03,2658630000,2586978403,4.33,20100601
14,2021-10-18,sh600575,600575,淮河能源,2.66,2.66,2.41,2.43,9.92,0.24,958508,248819445.0,10.33,2.47,18.9,2.42,10337454433,10337454433,1.06,20030328
15,2021-10-18,sh600277,600277,亿利洁能,3.66,3.66,3.43,3.43,9.91,0.33,326919,117307031.0,6.91,0.92,13.96,3.33,13031877230,13031877230,0.81,20000725
16,2021-10-18,sh600397,600397,安源煤业,3.55,3.55,3.21,3.24,9.91,0.32,521064,179741498.0,10.53,5.26,-29.22,3.23,3514357581,3514357581,6.01,20020702
17,2021-10-18,sh688359,688359,三孚新科,55.33,56.6,50.36,50.36,9.76,4.92,9321,50255038.0,12.38,4.23,97.61,50.41,5100319400,1219967574,9.91,20210521
18,2021-10-18,sh600121,600121,郑州煤电,6.23,6.25,5.65,5.74,9.49,0.54,1002041,606201440.0,10.54,8.22,33.98,5.69,7590706997,7590706997,3.81,19980107
19,2021-10-18,sz300492,300492,华图山鼎,55.4,56.0,50.01,50.41,9.49,4.8,12707,68078609.0,11.84,1.16,1127.56,50.6,7814024298,6072910550,27.03,20151223
0,2021-10-18,sh601898,601898,中煤能源,8.91,8.93,8.11,8.16,9.46,0.77,928447,796771472.0,10.07,1.01,7.79,8.14,118134690894,81544323564,1.1,20080201
1,2021-10-18,sh600758,600758,辽宁能源,4.44,4.45,4.02,4.05,9.36,0.38,488870,210015828.0,10.59,3.7,-55.38,4.06,5869757229,5864100669,1.18,19961029
2,2021-10-18,sh600188,600188,兖州煤业,32.95,33.15,29.3,30.14,9.29,2.8,481591,1521498288.0,12.77,1.62,13.29,30.15,160604364777,97999364777,3.18,19980701
3,2021-10-18,sh600497,600497,驰宏锌锗,6.04,6.08,5.73,5.85,9.22,0.51,2867699,1706671600.0,6.33,5.63,25.75,5.53,30751401071,30751401071,2.05,20040420
4,2021-10-18,sh603026,603026,石大胜华,263.3,265.0,234.2,241.5,9.16,22.1,97153,2438090112.0,12.77,4.79,45.15,241.2,53365644000,53365644000,21.12,20150529
5,2021-10-18,sh600339,600339,中油工程,3.34,3.37,3.04,3.05,9.15,0.28,1132207,365606144.0,10.78,2.03,19.4,3.06,18647712553,18647712553,0.75,20001225
6,2021-10-18,sz301073,301073,君亭酒店,32.3,32.8,28.55,28.55,9.12,2.7,76015,236479797.0,14.36,39.87,49.66,29.6,2601442000,615849823,5.38,20210930
7,2021-10-18,sh600399,600399,抚顺特钢,22.73,22.91,20.69,20.91,9.12,1.9,512483,1148799904.0,10.66,2.6,51.98,20.83,44825833000,44825833000,8.21,20001229
8,2021-10-18,sz002361,002361,神剑股份,5.48,5.52,5.04,5.05,8.95,0.45,242387,128752847.0,9.54,3.63,30.82,5.03,4589906156,3663816378,2.58,20100303
9,2021-10-18,sh688518,688518,联赢激光,37.35,38.19,34.7,35.0,8.83,3.03,102596,378752576.0,10.17,4.12,228.6,34.32,11175120000,9299028940,7.81,20200622
10,2021-10-18,sz002554,002554,惠博普,3.37,3.4,3.05,3.1,8.71,0.27,612393,198713758.0,11.29,7.14,26.38,3.1,4538910692,2889314200,1.97,20110225
11,2021-10-18,sz002255,002255,海陆重工,5.41,5.47,4.98,4.99,8.63,0.43,419678,220798847.0,9.84,6.52,17.0,4.98,4556686408,3484846539,1.53,20080625
12,2021-10-18,sz300164,300164,通源石油,5.42,5.46,4.92,5.0,8.62,0.43,607989,317149872.0,10.82,13.63,77.29,4.99,2779635016,2418438444,3.02,20110113
13,2021-10-18,sz002326,002326,永太科技,62.26,62.4,57.43,58.07,8.47,4.86,493718,2976008112.0,8.66,7.32,109.02,57.4,54575017527,41966382511,15.09,20091222
14,2021-10-18,sz000150,000150,宜华健康,3.72,3.76,3.32,3.33,8.45,0.29,812069,287387504.0,12.83,10.08,-9.37,3.43,3265034912,2998283700,-86.6,20000807
15,2021-10-18,sh600165,600165,新日恒力,10.53,10.63,9.6,9.71,8.44,0.82,211084,217839642.0,10.61,3.08,-321.42,9.71,7211826151,7211826151,7.63,19980529
16,2021-10-18,sz000751,000751,锌业股份,4.79,4.85,4.6,4.68,8.37,0.37,1094144,518986784.0,5.66,7.76,34.22,4.42,6753273846,6753271451,2.28,19970626
17,2021-10-18,sh600577,600577,精达股份,7.77,7.84,7.1,7.15,8.37,0.6,909667,684216848.0,10.32,4.57,28.24,7.17,15458128940,15458128940,3.85,20020911
18,2021-10-18,sz300681,300681,英搏尔,71.99,73.5,66.6,66.6,8.26,5.49,34169,241817389.0,10.38,7.88,162.87,66.5,5442444000,3119686650,9.03,20170725
19,2021-10-18,sh601001,601001,晋控煤业,12.89,13.1,11.74,11.96,8.23,0.98,687766,860980000.0,11.42,4.11,7.92,11.91,21573993000,21573993000,2.43,20060623
0,2021-10-18,sh600288,600288,大恒科技,13.08,13.3,12.01,12.12,8.19,0.99,133652,171716036.0,10.67,3.06,71.35,12.09,5713344000,5713344000,3.29,20001129
1,2021-10-18,sh600096,600096,云天化,26.18,26.32,23.71,23.88,8.18,1.98,1815601,4527431680.0,10.79,10.79,15.3,24.2,48103031128,44070026214,6.04,19970709
2,2021-10-18,sz300390,300390,天华超净,112.83,113.9,99.75,103.79,8.18,8.53,259980,2765052976.0,13.57,6.68,89.63,104.3,65766411103,43898620744,25.61,20140731
3,2021-10-18,sz002318,002318,久立特材,14.44,14.55,13.31,13.31,8.16,1.09,155444,218974977.0,9.29,1.63,18.74,13.35,14110345197,13766347142,3.01,20091211
4,2021-10-18,sz300712,300712,永福股份,53.29,54.35,48.88,49.83,8.09,3.99,80784,423775008.0,11.1,4.44,378.99,49.3,9704322160,9704322160,9.29,20171031
5,2021-10-18,sh688066,688066,航天宏图,46.66,46.94,43.28,43.75,8.08,3.49,42486,193791924.0,8.48,4.3,765.7,43.17,8583913331,4608828202,4.21,20190722
6,2021-10-18,sz300220,300220,金运激光,13.64,13.64,12.4,12.62,8.08,1.02,61492,81641520.0,9.83,4.08,-80.68,12.62,2062368000,2053285942,10.32,20110525
7,2021-10-18,sh600673,600673,东阳光,8.7,8.82,8.01,8.1,8.07,0.65,507143,431141520.0,10.06,1.69,156.73,8.05,26220906153,26134361581,3.71,19930917
8,2021-10-18,sh603067,603067,振华股份,12.19,12.23,11.18,11.28,8.07,0.91,71225,83900987.0,9.31,1.65,20.15,11.28,6197593064,5256328000,3.06,20160913
9,2021-10-18,sz000692,000692,惠天热电,3.89,3.95,3.35,3.35,8.06,0.29,309442,117635722.0,16.67,5.81,-37.1,3.6,2072720277,2072699854,7.96,19970227
10,2021-10-18,sh688599,688599,天合光能,64.2,64.54,60.0,60.0,7.95,4.73,251450,1573225040.0,7.63,2.07,94.05,59.47,132767293275,78018180283,8.59,20200610
11,2021-10-18,sh688388,688388,嘉元科技,150.2,152.35,138.27,139.27,7.89,10.99,55955,819190512.0,10.11,3.34,71.03,139.21,34697110062,25185785182,12.41,20190722
12,2021-10-18,sz300777,300777,中简科技,52.25,52.9,47.73,48.0,7.89,3.82,61263,313465888.0,10.68,2.34,111.34,48.43,20900522500,13703018538,16.89,20190516
13,2021-10-18,sz300421,300421,力星股份,21.07,21.18,19.51,19.56,7.89,1.54,142070,288400672.0,8.55,7.52,41.71,19.53,5217677962,3980587088,4.35,20150217
14,2021-10-18,sz002546,002546,新联电子,4.52,4.61,4.12,4.15,7.88,0.33,499594,221465549.0,11.69,6.33,19.36,4.19,3769901914,3565257784,1.19,20110211
15,2021-10-18,sz300811,300811,铂科新材,84.5,84.55,79.0,79.0,7.85,6.15,15992,131838018.0,7.08,3.17,83.59,78.35,8760960000,4265388972,9.69,20191230
16,2021-10-18,sz300648,300648,星云股份,68.02,69.37,63.14,63.14,7.75,4.89,100418,675304480.0,9.87,10.88,82.02,63.13,10052260606,6276621750,9.75,20170425
17,2021-10-18,sh603689,603689,皖天然气,11.31,11.48,10.42,10.49,7.71,0.81,88271,97922200.0,10.1,2.63,15.58,10.5,3800160000,3800160000,1.57,20170110
18,2021-10-18,sz002132,002132,恒星科技,5.48,5.6,5.17,5.3,7.66,0.39,812093,439117008.0,8.45,6.48,56.79,5.09,6885611248,6869431822,2.43,20070427
19,2021-10-18,sh600962,600962,国投中鲁,9.18,9.25,8.45,8.46,7.62,0.65,63973,57490367.0,9.38,2.52,210.6,8.53,2407087800,2331903600,3.37,20040622
0,2021-10-18,sz300443,300443,金雷股份,55.8,56.4,52.72,53.18,7.6,3.94,128446,700430320.0,7.1,7.03,27.26,51.86,14605844407,10198724639,4.83,20150422
1,2021-10-18,sz300365,300365,恒华科技,11.72,11.91,10.74,10.9,7.52,0.82,201699,231177272.0,10.73,5.79,84.58,10.9,7030306097,4080639034,3.27,20140123
2,2021-10-18,sz300129,300129,泰胜风能,9.87,10.05,9.44,9.46,7.52,0.69,593101,579256672.0,6.64,10.27,19.88,9.18,7098042637,5698722419,2.63,20101019
3,2021-10-18,sz002096,002096,南岭民爆,9.61,9.75,8.9,8.98,7.49,0.67,101582,95451911.0,9.51,2.74,86.56,8.94,3568068070,3563868260,1.74,20061222
4,2021-10-18,sh603906,603906,龙蟠科技,57.45,58.6,51.29,53.55,7.48,4.0,137173,757431280.0,13.68,2.85,94.71,53.45,27696148172,27696148172,13.71,20170410
5,2021-10-18,sz300487,300487,蓝晓科技,79.36,80.36,74.0,74.43,7.46,5.51,52623,407327312.0,8.61,4.1,58.03,73.85,17442115220,10175824340,9.34,20150702
6,2021-10-18,sh601088,601088,中国神华,23.59,23.84,21.83,21.93,7.42,1.63,1050679,2438366304.0,9.15,0.64,9.0,21.96,468698385738,389023585358,1.33,20071009
7,2021-10-18,sz300432,300432,富临精工,41.03,41.48,37.3,37.81,7.41,2.83,293810,1162686960.0,10.94,4.05,95.07,38.2,30500973635,29765511665,13.49,20150319
8,2021-10-18,sz300217,300217,东方电热,4.36,4.43,4.1,4.11,7.39,0.3,589612,253775553.0,8.13,6.57,60.65,4.06,5552432558,3909871307,2.68,20110518
9,2021-10-18,sh600141,600141,兴发集团,42.8,43.24,39.19,39.51,7.35,2.93,774652,3223386864.0,10.16,7.94,14.44,39.87,47888605976,41755576552,4.14,19990616
10,2021-10-18,sh603290,603290,斯达半导,442.99,448.93,422.34,425.0,7.32,30.2,32625,1421881568.0,6.44,4.13,230.15,412.79,70878400000,34977264204,56.08,20200204
11,2021-10-18,sh603218,603218,日月股份,36.78,37.7,34.52,34.97,7.29,2.5,196527,705918288.0,9.28,2.04,37.92,34.28,35588475451,35506340562,4.06,20161228
12,2021-10-18,sh603603,603603,博天环境,5.89,5.97,5.5,5.54,7.29,0.4,115794,66748414.0,8.56,4.52,-14.73,5.49,2460748090,1509405197,5.54,20170217
